2006,1,1,33,24,0
2006,1,2,34,32,0.16
2006,1,3,36,32,0.01
2006,1,4,33,29,0.05
2006,1,5,29,27,0
2006,1,6,31,21,0
2006,1,7,36,26,0
2006,1,8,34,30,0.03
2006,1,9,31,18,0
2006,1,10,32,16,0
2006,1,11,37,23,0
2006,1,12,44,27,0
2006,1,13,32,20,0
2006,1,14,33,19,0
2006,1,15,39,30,0
2006,1,16,33,23,0.08
2006,1,17,23,14,0
2006,1,18,26,14,0
2006,1,19,28,23,0.01
2006,1,20,32,23,0
2006,1,21,31,17,0
2006,1,22,31,9,0
2006,1,23,38,5,0.01
2006,1,24,39,27,0.01
2006,1,25,32,19,0
2006,1,26,48,21,0.02
2006,1,27,46,31,0
2006,1,28,40,28,0.11
2006,1,29,34,30,0.14
2006,1,30,37,24,0
2006,1,31,35,22,0.08
2006,2,1,34,25,0.09
2006,2,2,43,26,0
2006,2,3,33,11,0.04
2006,2,4,21,5,0
2006,2,5,24,7,0
2006,2,6,27,9,0
2006,2,7,30,20,0
2006,2,8,28,11,0
2006,2,9,28,10,0.12
2006,2,10,32,21,0.02
2006,2,11,27,17,0
2006,2,12,21,8,0
2006,2,13,31,9,0
2006,2,14,39,17,0.05
2006,2,15,21,7,0
2006,2,16,18,8,0
2006,2,17,8,-13,0
2006,2,18,10,-13,0
2006,2,19,22,1,0
2006,2,20,33,10,0
2006,2,21,28,8,0
2006,2,22,37,18,0
2006,2,23,29,14,0
2006,2,24,42,16,0
2006,2,25,25,11,0
2006,2,26,36,11,0
2006,2,27,34,23,0
2006,2,28,39,22,0
2006,3,1,44,31,0
2006,3,2,38,26,0
2006,3,3,31,24,0
2006,3,4,41,21,0
2006,3,5,37,32,0.19
2006,3,6,34,25,0
2006,3,7,36,29,0.03
2006,3,8,42,33,0
2006,3,9,48,32,0
2006,3,10,56,28,0
2006,3,11,53,31,0
2006,3,12,42,24,0.19
2006,3,13,34,18,0.78
2006,3,14,29,12,0
2006,3,15,27,10,0.09
2006,3,16,35,25,0.45
2006,3,17,36,12,0
2006,3,18,35,13,0
2006,3,19,39,17,0
2006,3,20,37,27,0
2006,3,21,37,22,0
2006,3,22,43,20,0
2006,3,23,37,31,0.04
2006,3,24,39,30,0
2006,3,25,40,32,0
2006,3,26,45,32,0
2006,3,27,43,32,0.01
2006,3,28,50,27,0
2006,3,29,53,35,0.03
2006,3,30,55,43,0.15
2006,3,31,53,39,0.05
2006,4,1,49,38,0
2006,4,2,43,36,1.06
2006,4,3,50,33,0
2006,4,4,56,29,0
2006,4,5,63,36,0
2006,4,6,62,47,2.58
2006,4,7,50,35,0
2006,4,8,52,29,0
2006,4,9,60,37,0
2006,4,10,79,44,0
2006,4,11,71,59,0
2006,4,12,71,53,0
2006,4,13,84,48,0
2006,4,14,72,56,0
2006,4,15,78,50,0
2006,4,16,70,53,0
2006,4,17,70,47,0
2006,4,18,71,46,0.06
2006,4,19,63,46,0.02
2006,4,20,56,45,0.28
2006,4,21,59,42,0
2006,4,22,65,45,0
2006,4,23,73,45,0
2006,4,24,62,41,0
2006,4,25,58,37,0
2006,4,26,68,41,0
2006,4,27,72,47,0
2006,4,28,61,49,0.26
2006,4,29,54,48,0.9
2006,4,30,59,50,0.81
2006,5,1,63,53,0.46
2006,5,2,70,51,0.01
2006,5,3,64,51,0
2006,5,4,56,46,0
2006,5,5,54,42,0
2006,5,6,70,41,0
2006,5,7,71,51,0
2006,5,8,70,57,0.23
2006,5,9,75,56,0
2006,5,10,65,47,0
2006,5,11,53,45,0
2006,5,12,50,41,0.46
2006,5,13,55,40,0.11
2006,5,14,63,43,0.01
2006,5,15,68,51,0.06
2006,5,16,76,53,0
2006,5,17,70,53,0
2006,5,18,67,48,0.01
2006,5,19,69,48,0
2006,5,20,70,48,0
2006,5,21,58,41,0
2006,5,22,72,39,0
2006,5,23,85,53,0
2006,5,24,82,67,0
2006,5,25,80,64,0.31
2006,5,26,83,60,0
2006,5,27,87,67,0
2006,5,28,97,75,0
2006,5,29,94,74,0
2006,5,30,84,64,0
2006,5,31,85,62,0
2006,6,1,82,62,0.07
2006,6,2,85,59,0
2006,6,3,83,62,0
2006,6,4,86,64,0
2006,6,5,89,64,1.04
2006,6,6,84,65,0
2006,6,7,87,65,0
2006,6,8,80,65,0
2006,6,9,69,51,0.01
2006,6,10,63,52,0
2006,6,11,67,53,0
2006,6,12,76,49,0
2006,6,13,85,59,0
2006,6,14,80,63,0
2006,6,15,86,65,0.05
2006,6,16,88,67,1.15
2006,6,17,85,68,0.04
2006,6,18,84,66,0
2006,6,19,78,63,0
2006,6,20,76,61,0.01
2006,6,21,83,65,0
2006,6,22,80,64,0
2006,6,23,83,60,0.02
2006,6,24,78,62,0.18
2006,6,25,80,60,0.24
2006,6,26,82,56,0
2006,6,27,75,56,0
2006,6,28,79,59,0
2006,6,29,83,59,0
2006,6,30,91,66,0
2006,7,1,88,72,0
2006,7,2,91,68,0
2006,7,3,88,70,0
2006,7,4,79,63,0
2006,7,5,84,59,0
2006,7,6,85,62,0
2006,7,7,86,68,0
2006,7,8,91,71,0
2006,7,9,86,66,0
2006,7,10,84,60,0
2006,7,11,85,71,0
2006,7,12,90,69,0
2006,7,13,92,70,0.04
2006,7,14,96,67,0.1
2006,7,15,99,72,0
2006,7,16,94,78,0.05
2006,7,17,93,73,0
2006,7,18,89,63,0
2006,7,19,78,67,0.71
2006,7,20,88,69,0
2006,7,21,79,68,0
2006,7,22,87,63,0
2006,7,23,90,68,0
2006,7,24,96,71,0.28
2006,7,25,90,69,0.02
2006,7,26,90,71,0
2006,7,27,92,70,0
2006,7,28,98,76,0
2006,7,29,96,80,0
2006,7,30,99,79,0
2006,7,31,101,80,0.09
2006,8,1,80,68,1.05
2006,8,2,85,64,2.69
2006,8,3,88,65,0
2006,8,4,88,69,0
2006,8,5,84,72,0
2006,8,6,86,69,0.27
2006,8,7,82,62,0
2006,8,8,84,65,0
2006,8,9,81,68,0
2006,8,10,85,69,0.28
2006,8,11,80,67,0
2006,8,12,82,64,0
2006,8,13,74,65,0.45
2006,8,14,80,58,0
2006,8,15,82,59,0
2006,8,16,85,66,0
2006,8,17,75,62,0.07
2006,8,18,78,65,0.01
2006,8,19,79,62,0
2006,8,20,80,58,0
2006,8,21,86,64,0
2006,8,22,82,58,0
2006,8,23,81,60,0.76
2006,8,24,70,65,1.26
2006,8,25,73,64,0
2006,8,26,79,61,0
2006,8,27,84,60,0
2006,8,28,70,65,0.06
2006,8,29,77,58,0
2006,8,30,81,58,0
2006,8,31,78,61,0
2006,9,1,77,58,0
2006,9,2,75,61,0.39
2006,9,3,67,60,0.63
2006,9,4,78,59,0
2006,9,5,82,58,0
2006,9,6,82,59,0
2006,9,7,83,62,0
2006,9,8,72,53,0
2006,9,9,59,50,0
2006,9,10,56,51,0.03
