2006,9,11,59,52,0.01
2006,9,12,67,51,0
2006,9,13,75,48,0
2006,9,14,80,54,0
2006,9,15,82,58,0
2006,9,16,82,63,0.19
2006,9,17,76,51,0.14
2006,9,18,53,46,0.03
2006,9,19,52,44,0
2006,9,20,58,38,0
2006,9,21,55,44,0.52
2006,9,22,59,52,0.27
2006,9,23,62,52,0.13
2006,9,24,65,44,0
2006,9,25,66,48,0
2006,9,26,76,46,0.03
2006,9,27,58,44,0.06
2006,9,28,51,42,0
2006,9,29,62,45,0.01
2006,9,30,68,48,0
2006,10,1,84,48,0
2006,10,2,84,58,0
2006,10,3,77,54,0.02
2006,10,4,63,48,0
2006,10,5,62,39,0
2006,10,6,67,46,0
2006,10,7,80,57,0
2006,10,8,69,51,0
2006,10,9,53,39,0
2006,10,10,53,37,0
2006,10,11,48,28,0.15
2006,10,12,39,25,0
2006,10,13,44,36,0
2006,10,14,48,32,0
2006,10,15,62,29,0
2006,10,16,56,48,0.18
2006,10,17,55,39,0.01
2006,10,18,40,35,0.05
2006,10,19,39,32,0
2006,10,20,49,31,0
2006,10,21,42,32,0
2006,10,22,40,26,0
2006,10,23,39,30,0
2006,10,24,45,26,0
2006,10,25,52,33,0
2006,10,26,49,33,0
2006,10,27,57,29,0
2006,10,28,51,35,0
2006,10,29,56,29,0
2006,10,30,67,33,0
2006,10,31,36,24,0
2006,11,1,34,20,0
2006,11,2,31,21,0
2006,11,3,38,18,0
2006,11,4,53,33,0
2006,11,5,63,32,0
2006,11,6,50,39,0.01
2006,11,7,61,44,0
2006,11,8,72,53,0
2006,11,9,58,36,0
2006,11,10,37,25,0.05
2006,11,11,32,19,0
2006,11,12,39,26,0.02
2006,11,13,40,31,0.06
2006,11,14,40,32,0
2006,11,15,38,34,0
2006,11,16,37,23,0
2006,11,17,40,29,0
2006,11,18,37,24,0
2006,11,19,42,19,0
2006,11,20,47,19,0
2006,11,21,51,37,0
2006,11,22,55,35,0
2006,11,23,54,29,0
2006,11,24,55,33,0
2006,11,25,50,25,0
2006,11,26,51,27,0.1
2006,11,27,42,36,0.02
2006,11,28,56,35,0.66
2006,11,29,35,10,0
2006,11,30,18,7,0
2006,12,1,24,8,0
2006,12,2,23,9,0
2006,12,3,14,7,0
2006,12,4,22,5,0
2006,12,5,37,5,0
2006,12,6,28,5,0
2006,12,7,13,-1,0
2006,12,8,33,9,0
2006,12,9,48,24,0
2006,12,10,46,31,0
2006,12,11,42,27,0.01
2006,12,12,39,32,0.08
2006,12,13,41,27,0
2006,12,14,50,31,0.01
2006,12,15,36,29,0
2006,12,16,47,32,0
2006,12,17,36,25,0
2006,12,18,30,18,0
2006,12,19,42,23,0
2006,12,20,39,32,0
2006,12,21,35,31,0.71
2006,12,22,34,33,0.07
2006,12,23,35,28,0
2006,12,24,40,23,0
2006,12,25,34,21,0
2006,12,26,37,19,0
2006,12,27,43,30,0
2006,12,28,39,34,0.02
2006,12,29,36,34,0.04
2006,12,30,43,34,0.21
2006,12,31,43,30,0.98
